"","X","ResponseID","ResponseSet","Name","ExternalDataReference","EmailAddress","IPAddress","Status","StartDate","EndDate","Finished","mTurkCode","gender","age","ethnicity","work.when.not.encouraged","resentful","given.up","rebel","good.listener","took.advantage","admit.mistake","get.even","courteous","ideas.different.from.own","jealous.of.others","irritated.by.favors","hurt.someones.feelings","weight","height","household.size","annual.income","exercise","LocationLatitude","LocationLongitude","LocationAccuracy","income","annualincome","bmi","recepie","measurement","MealStyle","TreatMent"
"1048",85,"R_1P7re2szphQp159","Default Response Set","Anonymous",NA,NA,"128.112.66.66",0,"8/2/2015 23:49","8/2/2015 23:51",1,86704324,"Female",24,"White",1,1,1,0,1,0,0,0,1,0,1,1,0,160,66,"2-3",32000,"Once or twice a month","40,37559509","-74,65969849",-1,32000,32000,26.4462809917355,"Chicken.Sate.with.Peanut.Sauce",-10,"Sate","Control"
"1049",87,"R_UolIkcpYjE3vfoZ","Default Response Set","Anonymous",NA,NA,"23.31.169.117",0,"8/3/2015 0:33","8/3/2015 0:40",1,57429728,"Male",27,"White",1,0,1,0,0,0,1,0,1,0,0,0,0,155,70,"1",80000,"Once or twice a week","35,98170471","-84,1289978",-1,80000,80000,22.7755102040816,"Chicken.Sate.with.Peanut.Sauce",-10,"Sate","Control"
"1050",90,"R_1roZzSd3dyq8cU6","Default Response Set","Anonymous",NA,NA,"217.231.219.64",0,"8/3/2015 0:53","8/3/2015 0:57",1,48195154,"Male",32,"White",1,1,1,0,0,1,0,0,1,0,1,0,0,164,75,"1",72000,"Once or twice a week","48,789505","9,013000488",-1,72000,72000,20.992,"Chicken.Sate.with.Peanut.Sauce",-12,"Sate","Control"
"1051",94,"R_2CPJXiTLOzfZfqj","Default Response Set","Anonymous",NA,NA,"73.200.71.118",0,"8/3/2015 1:27","8/3/2015 1:34",1,64472829,"Male",41,"White",2,1,1,1,0,1,1,1,1,0,1,1,0,190,59,"1",120000,"Once or twice a month","38,90849304","-77,0177002",-1,120000,120000,39.2990519965527,"Chicken.Sate.with.Peanut.Sauce",-10,"Sate","Control"
"1052",97,"R_OqlQCsSt0cQ1N9n","Default Response Set","Anonymous",NA,NA,"92.163.29.96",0,"8/3/2015 2:09","8/3/2015 2:13",1,5250567,"Male",44,"White",1,0,1,1,1,0,1,0,0,0,1,1,0,235,75,"2-3",75000,"Once or twice a week","48,86669922","2,333297729",-1,75000,75000,30.08,"Chicken.Sate.with.Peanut.Sauce",-13,"Sate","Control"
"1053",100,"R_ZdEybqRkCFbdPnX","Default Response Set","Anonymous",NA,NA,"108.2.106.10",0,"8/3/2015 7:26","8/3/2015 7:28",1,50540923,"Male",28,"White",2,0,0,0,1,0,1,0,1,1,1,0,0,185,73,"1",60000,"Several Times a week","39,18170166","-75,5970993",-1,60000,60000,24.9953086883092,"Chicken.Sate.with.Peanut.Sauce",-11,"Sate","Control"
"1054",101,"R_1dbPqK5IAW0KUz4","Default Response Set","Anonymous",NA,NA,"146.115.183.105",0,"8/3/2015 7:47","8/3/2015 7:57",1,90339460,"Female",29,"White",2,1,1,1,0,0,1,0,1,0,1,1,1,NA,NA,"2-3",NA,"Once or twice a month","42,37219238","-71,17870331",-1,NA,NA,NA,"Chicken.Sate.with.Peanut.Sauce",-9,"Sate","Control"
"1055",102,"R_1Fy8xECvVmLDwyO","Default Response Set","Anonymous",NA,NA,"108.54.160.196",0,"8/3/2015 8:22","8/3/2015 8:27",1,74261516,"Male",25,"White",2,0,0,0,1,0,0,0,1,0,0,0,0,155,68,"1",90000,"Several Times a week","40,74490356","-73,97820282",-1,90000,90000,24.1349480968858,"Chicken.Sate.with.Peanut.Sauce",-10,"Sate","Control"
"1056",103,"R_Xp4wwLrjCm5Z0Yh","Default Response Set","Anonymous",NA,NA,"108.2.67.123",0,"8/3/2015 10:05","8/3/2015 10:07",1,8630431,"Male",30,"White",1,1,1,1,0,1,1,0,0,0,1,1,1,160,65,"1",85000,"Several Times a week","39,47569275","-75,67240143",-1,85000,85000,27.2662721893491,"Chicken.Sate.with.Peanut.Sauce",-10,"Sate","Control"
"1057",109,"R_29j3Y3KarEMwZKg","Default Response Set","Anonymous",NA,NA,"128.112.110.11",0,"8/3/2015 14:13","8/3/2015 14:17",1,48968923,"Female",31,"White",1,1,1,0,1,1,1,0,0,0,1,1,0,175,69,"2-3",70000,"Once or twice a week","40,37559509","-74,65969849",-1,70000,70000,26.4650283553875,"Chicken.Sate.with.Peanut.Sauce",-9,"Sate","Control"
"1058",113,"R_RKROO6g7jQcL64F","Default Response Set","Anonymous",NA,NA,"70.184.105.182",0,"8/3/2015 22:17","8/3/2015 22:32",1,30405475,"Male",29,"White",1,1,0,0,1,0,1,0,1,1,0,0,0,230,73,"2-3",50000,"Several Times a week","33,49119568","-111,9236984",-1,50000,50000,31.0752486395196,"Chicken.Sate.with.Peanut.Sauce",-11,"Sate","Control"
"1059",116,"R_2TF3foZ48UbiKwX","Default Response Set","Anonymous",NA,NA,"98.111.253.135",0,"8/6/2015 16:38","8/6/2015 16:40",1,66502395,"Female",22,"Black or African American",2,0,0,1,1,1,1,0,1,1,1,1,1,140,67,"2-3",13000,"Once or twice a week","40,40510559","-80,03520203",-1,13000,13000,22.4548897304522,"Chicken.Sate.with.Peanut.Sauce",-15,"Sate","Control"
"1060",117,"R_1FhbPRIaOpP0Ofz","Default Response Set","Anonymous",NA,NA,"50.74.102.180",0,"8/6/2015 16:39","8/6/2015 16:40",1,37752313,"Female",26,"White",1,1,1,1,1,0,1,0,0,0,1,1,1,135,62,"4-5",15000,"Once or twice a week","40,74490356","-73,97820282",-1,15000,15000,25.2861602497399,"Chicken.Sate.with.Peanut.Sauce",-9,"Sate","Control"
"1061",120,"R_21alxqqdyW6crKV","Default Response Set","Anonymous",NA,NA,"76.17.14.151",0,"8/6/2015 16:39","8/6/2015 16:41",1,12030834,"Female",39,"White",1,1,1,0,1,0,1,1,0,0,1,1,0,155,63,"4-5",10000,"Once or twice a month","33,86019897","-84,76540375",-1,10000,10000,28.1179138321995,"Chicken.Sate.with.Peanut.Sauce",-12,"Sate","Control"
"1062",122,"R_3Ejciq7q2qFTEiq","Default Response Set","Anonymous",NA,NA,"71.30.240.237",0,"8/6/2015 16:39","8/6/2015 16:43",1,66909058,"Female",30,"White",2,0,0,0,0,1,0,0,1,1,0,0,0,140,63,"4-5",40000,"Once or twice a month","29,93969727","-82,70050049",-1,40000,40000,25.3968253968254,"Chicken.Sate.with.Peanut.Sauce",-10,"Sate","Control"
"1063",124,"R_Z3vGkWSDyOHD7ZD","Default Response Set","Anonymous",NA,NA,"68.64.114.29",0,"8/6/2015 16:42","8/6/2015 16:44",1,93763052,"Male",25,"White",2,1,1,0,1,1,1,0,1,0,1,1,0,180,65,"2-3",20000,"Never","37,33540344","-82,95659637",-1,20000,20000,30.6745562130178,"Chicken.Sate.with.Peanut.Sauce",-15,"Sate","Control"
"1064",125,"R_Y3wQIJOo9BA1R2p","Default Response Set","Anonymous",NA,NA,"66.66.98.205",0,"8/6/2015 16:43","8/6/2015 16:44",1,55678751,"Male",28,"White",2,0,0,0,0,1,0,1,0,0,0,1,0,140,66,"1",42000,"Several Times a week","43,21659851","-78,05840302",-1,42000,42000,23.1404958677686,"Chicken.Sate.with.Peanut.Sauce",-15,"Sate","Control"
"1065",127,"R_1isuO4G49SeIRbI","Default Response Set","Anonymous",NA,NA,"107.134.67.105",0,"8/6/2015 16:42","8/6/2015 16:44",1,53603568,"Female",39,"White",2,0,1,0,1,0,1,0,1,0,1,0,0,136,66,"2-3",35000,"Several Times a week","34,08729553","-80,92939758",-1,35000,35000,22.4793388429752,"Chicken.Sate.with.Peanut.Sauce",-12,"Sate","Control"
"1066",130,"R_1FJ2wJp6YPQvBlN","Default Response Set","Anonymous",NA,NA,"76.79.199.130",0,"8/6/2015 16:44","8/6/2015 16:46",1,86731256,"Male",30,"White",1,1,0,1,1,1,0,0,0,1,0,1,1,200,76,"1",50000,"Several Times a week","34,16830444","-118,3730011",-1,50000,50000,24.9307479224377,"Chicken.Sate.with.Peanut.Sauce",-13,"Sate","Control"
"1067",131,"R_1kYLLrEVk8VQrhI","Default Response Set","Anonymous",NA,NA,"96.35.41.19",0,"8/6/2015 16:45","8/6/2015 16:46",1,91746059,"Male",28,"White",1,1,1,0,0,1,1,0,0,0,1,1,0,135,65,"4-5",12000,"Once or twice a month","38,6499939","-90,53340149",-1,12000,12000,23.0059171597633,"Chicken.Sate.with.Peanut.Sauce",-11,"Sate","Control"
"1068",134,"R_1geltJxDR5vSBZG","Default Response Set","Anonymous",NA,NA,"71.75.34.150",0,"8/6/2015 16:47","8/6/2015 16:48",1,8010776,"Male",45,"White",2,1,0,1,1,1,1,1,0,0,1,1,0,270,74,"1",50000,"Several Times a week","35,46470642","-81,57620239",-1,50000,50000,35.500365230095,"Chicken.Sate.with.Peanut.Sauce",-11,"Sate","Control"
"1069",136,"R_10uYJEXq1fmcVJS","Default Response Set","Anonymous",NA,NA,"75.64.199.3",0,"8/6/2015 16:48","8/6/2015 16:50",1,36617709,"Female",40,"White",2,1,0,0,1,1,0,1,0,0,1,1,0,112,65,"2-3",15000,"Several Times a week","32,28829956","-88,58799744",-1,15000,15000,19.0863905325444,"Chicken.Sate.with.Peanut.Sauce",-14,"Sate","Control"
"1070",139,"R_27ai8HIqqIlaJS3","Default Response Set","Anonymous",NA,NA,"76.26.175.59",0,"8/6/2015 16:49","8/6/2015 16:50",1,16020156,"Female",44,"White",1,1,1,1,0,1,0,1,0,0,1,1,0,148,67,"2-3",65600,"Several Times a week","27,51150513","-80,36250305",-1,65600,65600,23.7380262864781,"Chicken.Sate.with.Peanut.Sauce",-14,"Sate","Control"
"1071",143,"R_1IrXUdu0e5NzWSV","Default Response Set","Anonymous",NA,NA,"96.32.29.178",0,"8/6/2015 16:50","8/6/2015 16:52",1,38862637,"Female",25,"White",1,1,0,0,1,0,1,0,1,0,1,0,1,130,64,"2-3",60000,"Once or twice a month","41,9691925","-72,01470184",-1,60000,60000,22.8515625,"Chicken.Sate.with.Peanut.Sauce",-14,"Sate","Control"
"1072",144,"R_ctMsdH9LTq6eRiR","Default Response Set","Anonymous",NA,NA,"64.251.50.211",0,"8/6/2015 16:52","8/6/2015 16:53",1,90287878,"Male",30,"White",1,1,1,1,NA,1,1,1,0,1,0,1,0,220,70,"2-3",80000,"Several Times a week","41,50590515","-72,90809631",-1,80000,80000,32.3265306122449,"Chicken.Sate.with.Peanut.Sauce",-9,"Sate","Control"
"1073",146,"R_3dFKrNMCaKFeIDI","Default Response Set","Anonymous",NA,NA,"184.207.2.34",0,"8/6/2015 16:53","8/6/2015 16:56",1,59761979,"Female",32,"Hispanic or Latino",2,0,0,0,1,0,1,0,1,0,0,0,0,110,61,"4-5",60000,"Several Times a week","40,72799683","-73,94529724",-1,60000,60000,21.2846009137329,"Chicken.Sate.with.Peanut.Sauce",-10,"Sate","Control"
"1074",148,"R_yx1R1Tc5Ep32HBv","Default Response Set","Anonymous",NA,NA,"65.25.78.123",0,"8/6/2015 17:00","8/6/2015 17:01",1,31726383,"Male",38,"White",1,1,1,1,0,1,0,1,0,0,1,1,0,145,65,"2-3",23000,"Once or twice a week","40,8986969","-81,3239975",-1,23000,23000,24.7100591715976,"Chicken.Sate.with.Peanut.Sauce",-15,"Sate","Control"
"1075",149,"R_3nSCv5z3TsmbhRX","Default Response Set","Anonymous",NA,NA,"199.245.199.126",0,"8/6/2015 16:58","8/6/2015 17:01",1,19931188,"Female",38,"White",2,1,1,0,0,0,1,0,1,0,1,1,1,195,69,"2-3",29000,"Less often than once a month","39,03930664","-95,20870209",-1,29000,29000,29.4896030245747,"Chicken.Sate.with.Peanut.Sauce",-12,"Sate","Control"
"1076",154,"R_BJsCQSyM5aPu1oJ","Default Response Set","Anonymous",NA,NA,"66.69.60.169",0,"8/6/2015 17:03","8/6/2015 17:06",1,35775728,"Male",34,"Hispanic or Latino",1,1,1,1,1,0,1,0,1,1,1,0,0,300,77,"6+",20000,"Less often than once a month","29,39619446","-98,46099854",-1,20000,20000,36.4311013661663,"Chicken.Sate.with.Peanut.Sauce",-15,"Sate","Control"
"1077",156,"R_UFn42oBYw8MZtUB","Default Response Set","Anonymous",NA,NA,"75.142.137.145",0,"8/6/2015 17:10","8/6/2015 17:13",1,44054553,"Male",45,"White",2,1,1,1,0,1,0,1,0,0,1,1,0,200,70,"1",26000,"Once or twice a week","42,18510437","-121,6141052",-1,26000,26000,29.3877551020408,"Chicken.Sate.with.Peanut.Sauce",-14,"Sate","Control"
"1078",159,"R_3Krvuo7OIfpLJB2","Default Response Set","Anonymous",NA,NA,"184.53.50.8",0,"8/6/2015 18:27","8/6/2015 18:29",1,16231111,"Female",25,"White",1,1,0,1,0,1,0,1,0,0,1,1,0,150,64,"2-3",20000,"Once or twice a week","38","-97",-1,20000,20000,26.3671875,"Chicken.Sate.with.Peanut.Sauce",-10,"Sate","Control"
"1079",160,"R_s5oA2e3vjR7eIsF","Default Response Set","Anonymous",NA,NA,"24.89.152.74",0,"8/6/2015 18:28","8/6/2015 18:31",1,61084464,"Male",26,"White",1,1,1,1,0,0,0,0,0,1,1,1,0,200,74,"2-3",25000,"Less often than once a month","40,87319946","-73,08119965",-1,25000,25000,26.2965668371074,"Chicken.Sate.with.Peanut.Sauce",-10,"Sate","Control"
"1080",161,"R_25Ymd565cF0yZ7n","Default Response Set","Anonymous",NA,NA,"174.22.114.5",0,"8/6/2015 18:29","8/6/2015 18:31",1,57941422,"Male",30,"White",2,0,0,0,1,1,1,0,0,1,0,0,0,140,68,"2-3",80000,"Several Times a week","41,57780457","-90,5318985",-1,80000,80000,21.7993079584775,"Chicken.Sate.with.Peanut.Sauce",-15,"Sate","Control"
"1081",164,"R_3qP6V50IMwdsNUA","Default Response Set","Anonymous",NA,NA,"72.22.126.30",0,"8/6/2015 18:31","8/6/2015 18:33",1,46954523,"Female",31,"White",1,0,0,0,1,0,1,0,1,1,1,0,1,300,66,"2-3",50000,"Once or twice a week","36,78469849","-86,2118988",-1,50000,50000,49.5867768595041,"Chicken.Sate.with.Peanut.Sauce",-14,"Sate","Control"
"1082",166,"R_07I0DfbOZewV225","Default Response Set","Anonymous",NA,NA,"76.127.229.138",0,"8/6/2015 18:37","8/6/2015 18:38",1,29957702,"Female",36,"White",2,1,0,1,1,0,0,1,1,1,1,1,1,120,60,"1",30000,"Several Times a week","42,22380066","-72,64089966",-1,30000,30000,24,"Chicken.Sate.with.Peanut.Sauce",-13,"Sate","Control"
"1083",167,"R_9EOzaUrMIxsgEuZ","Default Response Set","Anonymous",NA,NA,"99.22.184.17",0,"8/6/2015 18:37","8/6/2015 18:39",1,13477251,"Male",45,"White",1,1,1,1,1,1,1,0,1,0,1,1,0,185,71,"1",45000,"Once or twice a week","42,50959778","-82,93609619",-1,45000,45000,26.4233287046221,"Chicken.Sate.with.Peanut.Sauce",-10,"Sate","Control"
"1084",168,"R_OPc657uA5CNxdzb","Default Response Set","Anonymous",NA,NA,"174.58.15.129",0,"8/6/2015 18:40","8/6/2015 18:42",1,8177844,"Female",61,"White",1,1,1,0,0,1,1,0,0,0,0,1,0,98,63,"4-5",90000,"Once or twice a month","27,32550049","-82,4733963",-1,90000,90000,17.7777777777778,"Chicken.Sate.with.Peanut.Sauce",-9,"Sate","Control"
"1085",172,"R_50Sx8kFfdiDT8Zz","Default Response Set","Anonymous",NA,NA,"24.255.7.230",0,"8/6/2015 18:47","8/6/2015 18:49",1,55353393,"Male",24,"White",1,1,1,1,1,1,1,1,0,1,1,1,0,170,72,"1",19000,"Once or twice a week","33,40010071","-111,9290009",-1,19000,19000,23.6111111111111,"Chicken.Sate.with.Peanut.Sauce",-11,"Sate","Control"
"1086",175,"R_9yr0UoTMq1c2Wyd","Default Response Set","Anonymous",NA,NA,"97.95.64.36",0,"8/6/2015 19:35","8/6/2015 19:37",1,87241719,"Female",29,"Other",1,1,1,1,1,0,0,1,0,0,1,0,0,170,59,"4-5",10000,"Several Times a week","45,75660706","-87,15709686",-1,10000,10000,35.1623096811261,"Chicken.Sate.with.Peanut.Sauce",-10,"Sate","Control"
"1087",177,"R_eyOk0kCIr8SF2ql","Default Response Set","Anonymous",NA,NA,"142.197.72.156",0,"8/6/2015 20:25","8/6/2015 20:27",1,36543682,"Female",39,"White",2,0,0,0,1,0,0,0,1,0,0,1,1,130,67,"2-3",35000,"Several Times a week","28,25190735","-80,66069794",-1,35000,35000,20.8509690354199,"Chicken.Sate.with.Peanut.Sauce",-10,"Sate","Control"
"1088",178,"R_31ErEAtfEgKJUG1","Default Response Set","Anonymous",NA,NA,"76.106.253.130",0,"8/6/2015 20:34","8/6/2015 20:35",1,38049619,"Female",26,"White",1,1,1,0,0,1,0,1,0,0,1,1,0,159,64,"2-3",5000,"Once or twice a week","30,16720581","-81,77149963",-1,5000,5000,27.94921875,"Chicken.Sate.with.Peanut.Sauce",-14,"Sate","Control"
"1089",5,"R_1P5VJKmeGyCMFZj","Default Response Set","Anonymous",NA,NA,"108.48.81.227",0,"8/2/2015 20:23","8/2/2015 20:24",1,16565724,"Male",25,"White",1,1,1,0,0,1,0,0,1,1,1,1,1,190,67,"1",45000,"Once or twice a month","38,89930725","-77,19159698",-1,45000,45000,30.4744932056137,"Low.Cal.Asian.Glazed.Chicken.Thighs",-10,"Asian","LowCal"
"1090",6,"R_6F1Y2Ks4bOpGj0R","Default Response Set","Anonymous",NA,NA,"69.140.118.143",0,"8/2/2015 20:23","8/2/2015 20:25",1,30111642,"Male",41,"Asian/Pacific Islander",2,0,0,0,1,0,1,0,1,1,0,0,1,152,65,"2-3",123000,"Once or twice a week","39,17520142","-77,17700195",-1,123000,123000,25.9029585798817,"Low.Cal.Asian.Glazed.Chicken.Thighs",-10,"Asian","LowCal"
"1091",8,"R_2aJE6fq1467b8ew","Default Response Set","Anonymous",NA,NA,"24.255.7.230",0,"8/2/2015 20:23","8/2/2015 20:25",1,14137242,"Male",24,"White",1,1,1,1,1,1,1,1,0,0,1,1,0,170,72,"1",19000,"Once or twice a week","33,40010071","-111,9290009",-1,19000,19000,23.6111111111111,"Low.Cal.Asian.Glazed.Chicken.Thighs",-14,"Asian","LowCal"
"1092",12,"R_3J1O0WUdZTGuPIC","Default Response Set","Anonymous",NA,NA,"107.137.248.67",0,"8/2/2015 20:26","8/2/2015 20:27",1,55754576,"Female",26,"Asian/Pacific Islander",1,1,1,1,0,1,1,1,0,0,1,1,0,113,60,"1",36000,"Several Times a week","34,06159973","-118,0818024",-1,36000,36000,22.6,"Low.Cal.Asian.Glazed.Chicken.Thighs",-12,"Asian","LowCal"
"1093",13,"R_vTCGpRjeQJiApDb","Default Response Set","Anonymous",NA,NA,"75.64.82.214",0,"8/2/2015 20:22","8/2/2015 20:28",1,722643,"Female",63,"White",NA,1,1,0,0,0,1,0,1,0,1,0,0,250,62,"2-3",NA,"Less often than once a month","32,52059937","-92,1065979",-1,NA,NA,46.8262226847034,"Low.Cal.Asian.Glazed.Chicken.Thighs",-13,"Asian","LowCal"
"1094",14,"R_2Vgxn1UYrJ5SEyP","Default Response Set","Anonymous",NA,NA,"75.161.148.119",0,"8/2/2015 20:27","8/2/2015 20:28",1,78320439,"Male",27,"White",2,1,0,0,1,0,1,1,1,0,1,0,0,198,72,"1",48000,"Several Times a week","44,97290039","-93,28730011",-1,48000,48000,27.5,"Low.Cal.Asian.Glazed.Chicken.Thighs",-10,"Asian","LowCal"
"1095",17,"R_3ktG8RWVmYOlr5J","Default Response Set","Anonymous",NA,NA,"121.247.68.245",0,"8/2/2015 20:26","8/2/2015 20:29",1,22646923,"Female",53,"White",1,1,1,1,0,1,1,0,0,0,1,1,0,141,64,"2-3",25000,"Less often than once a month","20","77",-1,25000,25000,24.78515625,"Low.Cal.Asian.Glazed.Chicken.Thighs",-14,"Asian","LowCal"
"1096",19,"R_1fZbWyLw4YfyRhX","Default Response Set","Anonymous",NA,NA,"100.36.64.243",0,"8/2/2015 20:27","8/2/2015 20:31",1,71692872,"Male",NA,NA,1,1,1,1,0,1,1,0,0,0,1,1,1,188,73,"2-3",107000,"Several Times a week","39,09669495","-76,87789917",-1,107000,107000,25.4006380183899,"Low.Cal.Asian.Glazed.Chicken.Thighs",-10,"Asian","LowCal"
"1097",20,"R_2WwcW0EiLjquQsD","Default Response Set","Anonymous",NA,NA,"216.49.148.67",0,"8/2/2015 20:27","8/2/2015 20:31",1,68686303,"Female",41,"White",2,1,1,0,0,0,0,1,1,0,1,1,1,250,NA,"4-5",180000,"Several Times a week","42,28649902","-71,71469879",-1,180000,180000,NA,"Low.Cal.Asian.Glazed.Chicken.Thighs",-11,"Asian","LowCal"
"1098",23,"R_RUF3KavZTmFWMtX","Default Response Set","Anonymous",NA,NA,"74.79.194.199",0,"8/2/2015 20:32","8/2/2015 20:34",1,6909711,"Male",59,"White",1,1,1,1,0,1,0,0,0,1,0,1,0,235,68,"2-3",33000,"Never","43,10920715","-74,86419678",-1,33000,33000,36.5916955017301,"Low.Cal.Asian.Glazed.Chicken.Thighs",-15,"Asian","LowCal"
"1099",26,"R_3MtZTpXO6AgPmiu","Default Response Set","Anonymous",NA,NA,"71.235.198.251",0,"8/2/2015 20:39","8/2/2015 20:40",1,36834955,"Male",25,"White",1,1,1,1,0,1,0,1,0,0,1,1,0,170,70,"2-3",27000,"Once or twice a week","42,79589844","-71,05699921",-1,27000,27000,24.9795918367347,"Low.Cal.Asian.Glazed.Chicken.Thighs",-10,"Asian","LowCal"
"1100",28,"R_2So84scPu8SPeOL","Default Response Set","Anonymous",NA,NA,"166.175.62.117",0,"8/2/2015 20:38","8/2/2015 20:41",1,11031287,"Female",31,"White",2,1,1,0,1,1,0,0,1,0,1,0,1,140,65,"1",5e+05,"Several Times a week","38","-97",-1,500000,500000,23.8579881656805,"Low.Cal.Asian.Glazed.Chicken.Thighs",-11,"Asian","LowCal"
"1101",31,"R_saHPgZuibPnI7UB","Default Response Set","Anonymous",NA,NA,"69.47.41.110",0,"8/2/2015 20:39","8/2/2015 20:45",1,22788018,"Female",28,"White",1,0,1,0,1,1,0,0,1,0,1,1,0,150,58,"2-3",45000,"Once or twice a month","41,603302","-87,75469971",-1,45000,45000,32.1046373365042,"Low.Cal.Asian.Glazed.Chicken.Thighs",-11,"Asian","LowCal"
"1102",33,"R_3g7NyICFQaljkTA","Default Response Set","Anonymous",NA,NA,"96.233.101.189",0,"8/2/2015 20:42","8/2/2015 20:45",1,83198407,"Male",42,"White",1,0,0,0,1,0,1,0,1,1,1,1,0,207,73,"4-5",NA,"Once or twice a week","42,53349304","-71,10359955",-1,NA,NA,27.9677237755676,"Low.Cal.Asian.Glazed.Chicken.Thighs",-14,"Asian","LowCal"
"1103",40,"R_1IyCj1S1bL9VwPM","Default Response Set","Anonymous",NA,NA,"98.115.7.102",0,"8/2/2015 20:52","8/2/2015 20:55",1,63126957,"Female",24,"White",2,1,0,1,0,1,1,0,1,0,0,0,0,105,62,"2-3",48000,"Several Times a week","39,18170166","-75,5970993",-1,48000,48000,19.6670135275754,"Low.Cal.Asian.Glazed.Chicken.Thighs",-10,"Asian","LowCal"
"1104",44,"R_1jrN9MrZEOLpe7i","Default Response Set","Anonymous",NA,NA,"38.124.110.51",0,"8/2/2015 20:56","8/2/2015 21:04",1,23517571,"Female",29,"White",2,1,1,0,1,1,1,0,1,0,1,0,0,175,68,"2-3",75000,"Once or twice a week","41,95599365","-87,66069794",-1,75000,75000,27.2491349480969,"Low.Cal.Asian.Glazed.Chicken.Thighs",-15,"Asian","LowCal"
"1105",48,"R_23VtvTT0qMk6keU","Default Response Set","Anonymous",NA,NA,"74.215.206.165",0,"8/2/2015 21:09","8/2/2015 21:11",1,76688941,"Female",42,NA,1,0,0,1,1,0,1,1,1,0,1,1,1,195,71,NA,110000,"Several Times a week","39,28309631","-84,5161972",-1,110000,110000,27.8516167427098,"Low.Cal.Asian.Glazed.Chicken.Thighs",-9,"Asian","LowCal"
"1106",49,"R_pMEMCiH0tzseTKh","Default Response Set","Anonymous",NA,NA,"216.49.148.67",0,"8/2/2015 21:11","8/2/2015 21:14",1,84377213,"Male",17,"White",2,1,1,1,0,1,0,1,0,0,1,0,1,147,71,"4-5",4000,"Several Times a week","42,28649902","-71,71469879",-1,4000,4000,20.9958341598889,"Low.Cal.Asian.Glazed.Chicken.Thighs",-13,"Asian","LowCal"
"1107",52,"R_2EcxnhVDBgUVw5S","Default Response Set","Anonymous",NA,NA,"216.49.148.67",0,"8/2/2015 21:18","8/2/2015 21:20",1,58984704,"Male",19,"White",1,1,0,1,0,1,1,1,1,0,1,1,0,155,74,"4-5",11000,"Several Times a week","42,28649902","-71,71469879",-1,11000,11000,20.3798392987582,"Low.Cal.Asian.Glazed.Chicken.Thighs",-13,"Asian","LowCal"
"1108",55,"R_1SSXeeuJxGNWZPP","Default Response Set","Anonymous",NA,NA,"216.49.148.67",0,"8/2/2015 21:21","8/2/2015 21:27",1,39906373,"Female",12,"White",2,0,0,0,1,0,1,0,0,1,0,0,1,98,62,"6+",NA,"Once or twice a week","42,28649902","-71,71469879",-1,1,1,18.3558792924037,"Low.Cal.Asian.Glazed.Chicken.Thighs",-15,"Asian","LowCal"
"1109",57,"R_WoCpz4DCXv35sNb","Default Response Set","Anonymous",NA,NA,"107.107.60.163",0,"8/2/2015 21:30","8/2/2015 21:33",1,55977621,"Male",45,"White",1,1,1,0,0,1,1,1,0,0,1,1,0,225,60,"4-5",3e+05,"Several Times a week","40,72819519","-74,07759857",-1,300000,300000,45,"Low.Cal.Asian.Glazed.Chicken.Thighs",-13,"Asian","LowCal"
"1110",58,"R_3fCdtMVH9AoP7Fh","Default Response Set","Anonymous",NA,NA,"70.215.73.117",0,"8/2/2015 21:30","8/2/2015 21:33",1,11208593,"Female",27,"White",2,1,0,1,1,1,1,0,0,0,1,1,0,130,63,"2-3",42000,"Several Times a week","39,90789795","-75,08159637",-1,42000,42000,23.5827664399093,"Low.Cal.Asian.Glazed.Chicken.Thighs",-12,"Asian","LowCal"
"1111",59,"R_21cBZ017R1tOW0M","Default Response Set","Anonymous",NA,NA,"66.225.111.98",0,"8/2/2015 21:33","8/2/2015 21:36",1,55670218,"Male",27,"White",1,1,1,1,0,1,0,1,0,0,1,1,0,220,70,"2-3",140000,"Once or twice a week","39,29660034","-76,6072998",-1,140000,140000,32.3265306122449,"Low.Cal.Asian.Glazed.Chicken.Thighs",-15,"Asian","LowCal"
"1112",61,"R_CmrDU13x3HIo9SF","Default Response Set","Anonymous",NA,NA,"108.24.183.218",0,"8/2/2015 21:41","8/2/2015 21:45",1,74310309,"Male",29,"White",1,1,1,0,1,0,1,0,1,0,1,1,0,180,69,"2-3",120000,"Once or twice a week","39,89419556","-75,03939819",-1,120000,120000,27.2211720226843,"Low.Cal.Asian.Glazed.Chicken.Thighs",-11,"Asian","LowCal"
"1113",63,"R_3saBIBDEePZFn7p","Default Response Set","Anonymous",NA,NA,"166.175.60.24",0,"8/2/2015 21:53","8/2/2015 21:57",1,82776333,"Male",29,"White",2,0,0,0,1,1,0,1,0,0,1,1,0,225,66,"4-5",75000,"Once or twice a week","41,8500061","-87,65000153",-1,75000,75000,37.1900826446281,"Low.Cal.Asian.Glazed.Chicken.Thighs",-14,"Asian","LowCal"
"1114",71,"R_p3GcrbxxAfNv1XX","Default Response Set","Anonymous",NA,NA,"24.220.146.98",0,"8/2/2015 22:35","8/2/2015 22:38",1,65634377,"Female",29,"Other",2,1,0,0,1,0,1,1,1,1,0,0,1,150,66,"2-3",37000,"Several Times a week","43,53669739","-96,6984024",-1,37000,37000,24.7933884297521,"Low.Cal.Asian.Glazed.Chicken.Thighs",-9,"Asian","LowCal"
